Gebied;Gebiedscode;Gemeente;Jaar;Leeftijdsgroep;Aantal
Buurt 28   Ruwenbos;BU01530208;Enschede;2009;55 - 64;110
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2009;55 - 64;564
Buurt 31   Twekkelerveld;BU01530301;Enschede;2009;55 - 64;380
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2009;55 - 64;269
Buurt 41   Bolhaar;BU01530401;Enschede;2009;55 - 64;229
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2009;55 - 64;374
Buurt 43   Mekkelholt;BU01530403;Enschede;2009;55 - 64;212
Buurt 44   Deppenbroek;BU01530404;Enschede;2009;55 - 64;470
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2009;55 - 64;167
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2009;55 - 64;64
Buurt 50   Schreurserve;BU01530500;Enschede;2009;55 - 64;325
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2009;55 - 64;222
Buurt 52   Park Stokhorst;BU01530502;Enschede;2009;55 - 64;576
Buurt 53   Stokhorst;BU01530503;Enschede;2009;55 - 64;226
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2009;55 - 64;655
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2009;55 - 64;567
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2009;55 - 64;431
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2009;55 - 64;486
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2009;55 - 64;528
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2009;55 - 64;282
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2009;55 - 64;531
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2009;55 - 64;490
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2009;55 - 64;466
Buurt 69   het Brunink;BU01530609;Enschede;2009;55 - 64;21
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2009;55 - 64;39
Buurt 71   Marssteden;BU01530701;Enschede;2009;55 - 64;10
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2009;55 - 64;3
Buurt 80   Glanerveld;BU01530800;Enschede;2009;55 - 64;178
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2009;55 - 64;372
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2009;55 - 64;414
Buurt 83   Eekmaat;BU01530803;Enschede;2009;55 - 64;247
Buurt 84   Oikos;BU01530804;Enschede;2009;55 - 64;124
Buurt 85   Eilermarke;BU01530805;Enschede;2009;55 - 64;116
Buurt 86   De Slank;BU01530806;Enschede;2009;55 - 64;22
Buurt 87   Dolphia;BU01530807;Enschede;2009;55 - 64;90
Buurt 88   Eekmaat West;BU01530808;Enschede;2009;55 - 64;284
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2009;55 - 64;318
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2009;55 - 64;292
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2009;55 - 64;188
Buurt 93   Noord Esmarke;BU01530903;Enschede;2009;55 - 64;69
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2009;55 - 64;39
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2009;55 - 64;257
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2009;55 - 64;47
Buurt 97   Boekelerveld;BU01530907;Enschede;2009;55 - 64;192
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2009;55 - 64;34
Buurt 00   City;BU01530000;Enschede;2010;55 - 64;239
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2010;55 - 64;180
Buurt 02   De Laares;BU01530002;Enschede;2010;55 - 64;161
Buurt 03   De Bothoven;BU01530003;Enschede;2010;55 - 64;647
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2010;55 - 64;372
Buurt 05   Getfert;BU01530005;Enschede;2010;55 - 64;491
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2010;55 - 64;230
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2010;55 - 64;305
Buurt 08   Boddenkamp;BU01530008;Enschede;2010;55 - 64;40
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2010;55 - 64;440
Buurt 11   Wooldrik;BU01530101;Enschede;2010;55 - 64;174
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2010;55 - 64;355
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2010;55 - 64;421
Buurt 14   Sleutelkamp;BU01530104;Enschede;2010;55 - 64;55
Buurt 15   't Weldink;BU01530105;Enschede;2010;55 - 64;10
Buurt 16   De Leuriks;BU01530106;Enschede;2010;55 - 64;10
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2010;55 - 64;124
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2010;55 - 64;424
Buurt 22   Pathmos;BU01530202;Enschede;2010;55 - 64;225
Buurt 23   Stevenfenne;BU01530203;Enschede;2010;55 - 64;470
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2010;55 - 64;221
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2010;55 - 64;320
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2010;55 - 64;192
Buurt 27   't Zwering;BU01530207;Enschede;2010;55 - 64;247
Buurt 28   Ruwenbos;BU01530208;Enschede;2010;55 - 64;120
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2010;55 - 64;560
Buurt 31   Twekkelerveld;BU01530301;Enschede;2010;55 - 64;395
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2010;55 - 64;274
Buurt 41   Bolhaar;BU01530401;Enschede;2010;55 - 64;227
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2010;55 - 64;388
Buurt 43   Mekkelholt;BU01530403;Enschede;2010;55 - 64;199
Buurt 44   Deppenbroek;BU01530404;Enschede;2010;55 - 64;459
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2010;55 - 64;166
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2010;55 - 64;62
Buurt 50   Schreurserve;BU01530500;Enschede;2010;55 - 64;313
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2010;55 - 64;228
Buurt 52   Park Stokhorst;BU01530502;Enschede;2010;55 - 64;580
Buurt 53   Stokhorst;BU01530503;Enschede;2010;55 - 64;230
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2010;55 - 64;661
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2010;55 - 64;567
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2010;55 - 64;415
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2010;55 - 64;489
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2010;55 - 64;530
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2010;55 - 64;273
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2010;55 - 64;520
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2010;55 - 64;531
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2010;55 - 64;493
Buurt 69   het Brunink;BU01530609;Enschede;2010;55 - 64;25
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2010;55 - 64;38
Buurt 71   Marssteden;BU01530701;Enschede;2010;55 - 64;12
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2010;55 - 64;3
Buurt 80   Glanerveld;BU01530800;Enschede;2010;55 - 64;171
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2010;55 - 64;381
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2010;55 - 64;421
Buurt 83   Eekmaat;BU01530803;Enschede;2010;55 - 64;247
Buurt 84   Oikos;BU01530804;Enschede;2010;55 - 64;131
Buurt 85   Eilermarke;BU01530805;Enschede;2010;55 - 64;116
Buurt 86   De Slank;BU01530806;Enschede;2010;55 - 64;22
Buurt 87   Dolphia;BU01530807;Enschede;2010;55 - 64;88
Buurt 88   Eekmaat West;BU01530808;Enschede;2010;55 - 64;282
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2010;55 - 64;316
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2010;55 - 64;311
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2010;55 - 64;199
Buurt 93   Noord Esmarke;BU01530903;Enschede;2010;55 - 64;65
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2010;55 - 64;39
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2010;55 - 64;270
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2010;55 - 64;50
Buurt 97   Boekelerveld;BU01530907;Enschede;2010;55 - 64;194
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2010;55 - 64;29
Buurt 00   City;BU01530000;Enschede;2011;55 - 64;248
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2011;55 - 64;195
Buurt 02   De Laares;BU01530002;Enschede;2011;55 - 64;156
Buurt 03   De Bothoven;BU01530003;Enschede;2011;55 - 64;638
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2011;55 - 64;384
Buurt 05   Getfert;BU01530005;Enschede;2011;55 - 64;491
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2011;55 - 64;227
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2011;55 - 64;297
Buurt 08   Boddenkamp;BU01530008;Enschede;2011;55 - 64;42
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2011;55 - 64;416
Buurt 11   Wooldrik;BU01530101;Enschede;2011;55 - 64;186
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2011;55 - 64;343
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2011;55 - 64;424
Buurt 14   Sleutelkamp;BU01530104;Enschede;2011;55 - 64;55
Buurt 15   't Weldink;BU01530105;Enschede;2011;55 - 64;10
Buurt 16   De Leuriks;BU01530106;Enschede;2011;55 - 64;10
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2011;55 - 64;108
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2011;55 - 64;432
Buurt 22   Pathmos;BU01530202;Enschede;2011;55 - 64;231
Buurt 23   Stevenfenne;BU01530203;Enschede;2011;55 - 64;465
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2011;55 - 64;217
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2011;55 - 64;322
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2011;55 - 64;184
Buurt 27   't Zwering;BU01530207;Enschede;2011;55 - 64;264
Buurt 28   Ruwenbos;BU01530208;Enschede;2011;55 - 64;131
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2011;55 - 64;569
Buurt 31   Twekkelerveld;BU01530301;Enschede;2011;55 - 64;403
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2011;55 - 64;279
Buurt 41   Bolhaar;BU01530401;Enschede;2011;55 - 64;226
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2011;55 - 64;407
Buurt 43   Mekkelholt;BU01530403;Enschede;2011;55 - 64;196
Buurt 44   Deppenbroek;BU01530404;Enschede;2011;55 - 64;464
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2011;55 - 64;173
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2011;55 - 64;64
Buurt 50   Schreurserve;BU01530500;Enschede;2011;55 - 64;317
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2011;55 - 64;237
Buurt 52   Park Stokhorst;BU01530502;Enschede;2011;55 - 64;579
Buurt 53   Stokhorst;BU01530503;Enschede;2011;55 - 64;228
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2011;55 - 64;694
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2011;55 - 64;572
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2011;55 - 64;401
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2011;55 - 64;482
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2011;55 - 64;527
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2011;55 - 64;294
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2011;55 - 64;528
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2011;55 - 64;572
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2011;55 - 64;511
Buurt 69   het Brunink;BU01530609;Enschede;2011;55 - 64;28
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2011;55 - 64;33
Buurt 71   Marssteden;BU01530701;Enschede;2011;55 - 64;14
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2011;55 - 64;2
Buurt 73   Kennispark;BU01530703;Enschede;2011;55 - 64;1
Buurt 80   Glanerveld;BU01530800;Enschede;2011;55 - 64;173
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2011;55 - 64;377
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2011;55 - 64;412
Buurt 83   Eekmaat;BU01530803;Enschede;2011;55 - 64;246
Buurt 84   Oikos;BU01530804;Enschede;2011;55 - 64;146
Buurt 85   Eilermarke;BU01530805;Enschede;2011;55 - 64;116
Buurt 86   De Slank;BU01530806;Enschede;2011;55 - 64;24
Buurt 87   Dolphia;BU01530807;Enschede;2011;55 - 64;87
Buurt 88   Eekmaat West;BU01530808;Enschede;2011;55 - 64;281
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2011;55 - 64;316
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2011;55 - 64;318
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2011;55 - 64;201
Buurt 93   Noord Esmarke;BU01530903;Enschede;2011;55 - 64;65
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2011;55 - 64;39
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2011;55 - 64;279
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2011;55 - 64;48
Buurt 97   Boekelerveld;BU01530907;Enschede;2011;55 - 64;208
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2011;55 - 64;25
Buurt 00   City;BU01530000;Enschede;2012;55 - 64;269
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2012;55 - 64;188
Buurt 02   De Laares;BU01530002;Enschede;2012;55 - 64;151
Buurt 03   De Bothoven;BU01530003;Enschede;2012;55 - 64;601
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2012;55 - 64;374
Buurt 05   Getfert;BU01530005;Enschede;2012;55 - 64;460
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2012;55 - 64;222
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2012;55 - 64;278
Buurt 08   Boddenkamp;BU01530008;Enschede;2012;55 - 64;46
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2012;55 - 64;434
Buurt 11   Wooldrik;BU01530101;Enschede;2012;55 - 64;188
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2012;55 - 64;330
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2012;55 - 64;416
Buurt 14   Sleutelkamp;BU01530104;Enschede;2012;55 - 64;53
Buurt 15   't Weldink;BU01530105;Enschede;2012;55 - 64;7
Buurt 16   De Leuriks;BU01530106;Enschede;2012;55 - 64;11
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2012;55 - 64;105
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2012;55 - 64;420
Buurt 22   Pathmos;BU01530202;Enschede;2012;55 - 64;243
Buurt 23   Stevenfenne;BU01530203;Enschede;2012;55 - 64;441
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2012;55 - 64;225
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2012;55 - 64;306
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2012;55 - 64;184
Buurt 27   't Zwering;BU01530207;Enschede;2012;55 - 64;274
Buurt 28   Ruwenbos;BU01530208;Enschede;2012;55 - 64;142
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2012;55 - 64;538
Buurt 31   Twekkelerveld;BU01530301;Enschede;2012;55 - 64;404
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2012;55 - 64;281
Buurt 41   Bolhaar;BU01530401;Enschede;2012;55 - 64;209
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2012;55 - 64;422
Buurt 43   Mekkelholt;BU01530403;Enschede;2012;55 - 64;191
Buurt 44   Deppenbroek;BU01530404;Enschede;2012;55 - 64;449
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2012;55 - 64;192
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2012;55 - 64;60
Buurt 50   Schreurserve;BU01530500;Enschede;2012;55 - 64;282
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2012;55 - 64;219
Buurt 52   Park Stokhorst;BU01530502;Enschede;2012;55 - 64;553
Buurt 53   Stokhorst;BU01530503;Enschede;2012;55 - 64;205
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2012;55 - 64;689
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2012;55 - 64;563
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2012;55 - 64;357
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2012;55 - 64;488
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2012;55 - 64;529
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2012;55 - 64;294
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2012;55 - 64;499
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2012;55 - 64;622
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2012;55 - 64;514
Buurt 69   het Brunink;BU01530609;Enschede;2012;55 - 64;28
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2012;55 - 64;29
Buurt 71   Marssteden;BU01530701;Enschede;2012;55 - 64;14
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2012;55 - 64;2
Buurt 73   Kennispark;BU01530703;Enschede;2012;55 - 64;1
Buurt 80   Glanerveld;BU01530800;Enschede;2012;55 - 64;171
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2012;55 - 64;376
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2012;55 - 64;409
Buurt 83   Eekmaat;BU01530803;Enschede;2012;55 - 64;217
Buurt 84   Oikos;BU01530804;Enschede;2012;55 - 64;145
Buurt 85   Eilermarke;BU01530805;Enschede;2012;55 - 64;127
Buurt 86   De Slank;BU01530806;Enschede;2012;55 - 64;23
Buurt 87   Dolphia;BU01530807;Enschede;2012;55 - 64;84
Buurt 88   Eekmaat West;BU01530808;Enschede;2012;55 - 64;265
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2012;55 - 64;310
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2012;55 - 64;325
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2012;55 - 64;192
Buurt 93   Noord Esmarke;BU01530903;Enschede;2012;55 - 64;54
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2012;55 - 64;42
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2012;55 - 64;269
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2012;55 - 64;43
Buurt 97   Boekelerveld;BU01530907;Enschede;2012;55 - 64;199
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2012;55 - 64;23
Buurt 00   City;BU01530000;Enschede;2013;55 - 64;250
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2013;55 - 64;173
Buurt 02   De Laares;BU01530002;Enschede;2013;55 - 64;144
Buurt 03   De Bothoven;BU01530003;Enschede;2013;55 - 64;545
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2013;55 - 64;353
Buurt 05   Getfert;BU01530005;Enschede;2013;55 - 64;432
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2013;55 - 64;218
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2013;55 - 64;251
Buurt 08   Boddenkamp;BU01530008;Enschede;2013;55 - 64;54
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2013;55 - 64;465
Buurt 11   Wooldrik;BU01530101;Enschede;2013;55 - 64;175
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2013;55 - 64;313
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2013;55 - 64;421
Buurt 14   Sleutelkamp;BU01530104;Enschede;2013;55 - 64;50
Buurt 15   't Weldink;BU01530105;Enschede;2013;55 - 64;8
Buurt 16   De Leuriks;BU01530106;Enschede;2013;55 - 64;16
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2013;55 - 64;96
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2013;55 - 64;409
Buurt 22   Pathmos;BU01530202;Enschede;2013;55 - 64;235
Buurt 23   Stevenfenne;BU01530203;Enschede;2013;55 - 64;420
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2013;55 - 64;205
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2013;55 - 64;289
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2013;55 - 64;192
Buurt 27   't Zwering;BU01530207;Enschede;2013;55 - 64;284
Buurt 28   Ruwenbos;BU01530208;Enschede;2013;55 - 64;149
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2013;55 - 64;527
Buurt 31   Twekkelerveld;BU01530301;Enschede;2013;55 - 64;383
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2013;55 - 64;292
Buurt 41   Bolhaar;BU01530401;Enschede;2013;55 - 64;198
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2013;55 - 64;443
Buurt 43   Mekkelholt;BU01530403;Enschede;2013;55 - 64;191
Buurt 44   Deppenbroek;BU01530404;Enschede;2013;55 - 64;439
Buurt 45   Voortman-Amelink;BU01530405;Enschede;2013;55 - 64;202
Buurt 46   Drienerveld-U,T,;BU01530406;Enschede;2013;55 - 64;58
Buurt 50   Schreurserve;BU01530500;Enschede;2013;55 - 64;280
Buurt 51   Ribbelt-Ribbelerbrink;BU01530501;Enschede;2013;55 - 64;209
Buurt 52   Park Stokhorst;BU01530502;Enschede;2013;55 - 64;547
Buurt 53   Stokhorst;BU01530503;Enschede;2013;55 - 64;181
Buurt 60   Stroinkslanden Noord-Oost;BU01530600;Enschede;2013;55 - 64;689
Buurt 61   Stroinkslanden-Zuid;BU01530601;Enschede;2013;55 - 64;555
Buurt 62   Stroinkslanden Noord-West;BU01530602;Enschede;2013;55 - 64;328
Buurt 63   Wesselerbrink Noord-Oost;BU01530603;Enschede;2013;55 - 64;461
Buurt 64   Wesselerbrink Zuid-Oost;BU01530604;Enschede;2013;55 - 64;518
Buurt 65   Wesselerbrink Zuid-West;BU01530605;Enschede;2013;55 - 64;290
Buurt 66   Wesselerbrink Noord-West;BU01530606;Enschede;2013;55 - 64;514
Buurt 67   Helmerhoek-Noord;BU01530607;Enschede;2013;55 - 64;680
Buurt 68   Helmerhoek-Zuid;BU01530608;Enschede;2013;55 - 64;539
Buurt 69   het Brunink;BU01530609;Enschede;2013;55 - 64;39
Buurt 70   Industrie- en havengebied;BU01530700;Enschede;2013;55 - 64;26
Buurt 71   Marssteden;BU01530701;Enschede;2013;55 - 64;15
Buurt 72   Koekoeksbeekhoek;BU01530702;Enschede;2013;55 - 64;2
Buurt 73   Kennispark;BU01530703;Enschede;2013;55 - 64;1
Buurt 80   Glanerveld;BU01530800;Enschede;2013;55 - 64;157
Buurt 81   Bentveld-Bultserve;BU01530801;Enschede;2013;55 - 64;379
Buurt 82   Schipholt-Glanermaten;BU01530802;Enschede;2013;55 - 64;388
Buurt 83   Eekmaat;BU01530803;Enschede;2013;55 - 64;192
Buurt 84   Oikos;BU01530804;Enschede;2013;55 - 64;156
Buurt 85   Eilermarke;BU01530805;Enschede;2013;55 - 64;120
Buurt 86   De Slank;BU01530806;Enschede;2013;55 - 64;25
Buurt 87   Dolphia;BU01530807;Enschede;2013;55 - 64;72
Buurt 88   Eekmaat West;BU01530808;Enschede;2013;55 - 64;271
Buurt 90   Dorp Lonneker;BU01530900;Enschede;2013;55 - 64;297
Buurt 91   Dorp Boekelo;BU01530901;Enschede;2013;55 - 64;349
Buurt 92   Buurtschap Lonneker-West;BU01530902;Enschede;2013;55 - 64;189
Buurt 93   Noord Esmarke;BU01530903;Enschede;2013;55 - 64;52
Buurt 94   Buurtschap Zuid-Esmarke;BU01530904;Enschede;2013;55 - 64;46
Buurt 95   Buurtschap Broekheurne;BU01530905;Enschede;2013;55 - 64;255
Buurt 96   Buurtschap Usselo;BU01530906;Enschede;2013;55 - 64;37
Buurt 97   Boekelerveld;BU01530907;Enschede;2013;55 - 64;186
Buurt 98   Buurtschap Twekkelo;BU01530908;Enschede;2013;55 - 64;27
Buurt 00   City;BU01530000;Enschede;2014;55 - 64;246
Buurt 01   Lasonder, Zeggelt;BU01530001;Enschede;2014;55 - 64;172
Buurt 02   De Laares;BU01530002;Enschede;2014;55 - 64;136
Buurt 03   De Bothoven;BU01530003;Enschede;2014;55 - 64;526
Buurt 04   Hogeland-Noord;BU01530004;Enschede;2014;55 - 64;321
Buurt 05   Getfert;BU01530005;Enschede;2014;55 - 64;424
Buurt 06   Veldkamp-Getfert-West;BU01530006;Enschede;2014;55 - 64;213
Buurt 07   Horstlanden-Stadsweide;BU01530007;Enschede;2014;55 - 64;249
Buurt 08   Boddenkamp;BU01530008;Enschede;2014;55 - 64;53
Buurt 10   Velve-Lindenhof;BU01530100;Enschede;2014;55 - 64;482
Buurt 11   Wooldrik;BU01530101;Enschede;2014;55 - 64;174
Buurt 12   Hogeland-Zuid;BU01530102;Enschede;2014;55 - 64;313
Buurt 13   Varvik-Diekman;BU01530103;Enschede;2014;55 - 64;431
Buurt 14   Sleutelkamp;BU01530104;Enschede;2014;55 - 64;49
Buurt 15   't Weldink;BU01530105;Enschede;2014;55 - 64;8
Buurt 16   De Leuriks;BU01530106;Enschede;2014;55 - 64;18
Buurt 20   Cromhoffsbleek-Kotman;BU01530200;Enschede;2014;55 - 64;92
Buurt 21   Boswinkel-De Braker;BU01530201;Enschede;2014;55 - 64;404
Buurt 22   Pathmos;BU01530202;Enschede;2014;55 - 64;225
Buurt 23   Stevenfenne;BU01530203;Enschede;2014;55 - 64;452
Buurt 24   Stadsveld-Zuid;BU01530204;Enschede;2014;55 - 64;190
Buurt 25   Elferink-Heuwkamp;BU01530205;Enschede;2014;55 - 64;278
Buurt 26   Stadsveld-Noord-Bruggert;BU01530206;Enschede;2014;55 - 64;193
Buurt 27   't Zwering;BU01530207;Enschede;2014;55 - 64;293
Buurt 28   Ruwenbos;BU01530208;Enschede;2014;55 - 64;152
Buurt 30   Tubantia-Toekomst;BU01530300;Enschede;2014;55 - 64;519
Buurt 31   Twekkelerveld;BU01530301;Enschede;2014;55 - 64;396
Buurt 40   Walhof-Roessingh;BU01530400;Enschede;2014;55 - 64;294
Buurt 41   Bolhaar;BU01530401;Enschede;2014;55 - 64;203
Buurt 42   Roombeek-Roomveldje;BU01530402;Enschede;2014;55 - 64;449
